uberon_id	xref
UBERON:0002894	BTO:0001446
UBERON:0002895	BTO:0004345
UBERON:0002900	BTO:0003786
UBERON:0002902	BTO:0001868
UBERON:0002913	BTO:0003787
UBERON:0002925	BTO:0001074
UBERON:0002939	BTO:0002464
UBERON:0002939	BTO:0004373
UBERON:0002939	BTO:0004374
UBERON:0002955	BTO:0002458
UBERON:0002956	BTO:0004425
UBERON:0002967	BTO:0003976
UBERON:0002973	BTO:0004380
UBERON:0002979	BTO:0004909
UBERON:0002981	BTO:0004352
UBERON:0002983	BTO:0004351
UBERON:0002984	BTO:0004349
UBERON:0002984	BTO:0004350
UBERON:0002985	BTO:0002671
UBERON:0002992	BTO:0002457
UBERON:0002998	BTO:0004835
UBERON:0003017	BTO:0002447
UBERON:0003027	BTO:0003975
UBERON:0003029	BTO:0004616
UBERON:0003040	BTO:0002701
UBERON:0003051	BTO:0002661
UBERON:0003053	BTO:0003654
UBERON:0003062	BTO:0003395
UBERON:0003072	BTO:0005351
UBERON:0003075	BTO:0001765
UBERON:0003079	BTO:0001720
UBERON:0003082	BTO:0000742
UBERON:0003084	BTO:0001887
UBERON:0003085	BTO:0004674
UBERON:0003087	BTO:0004387
UBERON:0003091	BTO:0004709
UBERON:0003097	BTO:0004650
UBERON:0003104	BTO:0001393
UBERON:0003124	BTO:0000252
UBERON:0003125	BTO:0001450
UBERON:0003126	BTO:0001388
UBERON:0003128	BTO:0001328
UBERON:0003129	BTO:0001295
UBERON:0003142	BTO:0001110
UBERON:0003143	BTO:0001143
UBERON:0003153	BTO:0004711
UBERON:0003161	BTO:0001758
UBERON:0003201	BTO:0001602
UBERON:0003202	BTO:0001603
UBERON:0003217	BTO:0000561
UBERON:0003244	BTO:0001430
UBERON:0003254	BTO:0000897
UBERON:0003295	BTO:0004849
UBERON:0003330	BTO:0002114
UBERON:0003338	BTO:0001123
UBERON:0003350	BTO:0003752
UBERON:0003352	BTO:0005053
UBERON:0003357	BTO:0000992
UBERON:0003359	BTO:0004557
UBERON:0003360	BTO:0004555
UBERON:0003361	BTO:0004559
UBERON:0003374	BTO:0005145
UBERON:0003387	BTO:0001391
UBERON:0003390	BTO:0003155
UBERON:0003451	BTO:0001942
UBERON:0003631	BTO:0002349
UBERON:0003632	BTO:0002350
UBERON:0003633	BTO:0002351
UBERON:0003634	BTO:0002352
UBERON:0003635	BTO:0002353
UBERON:0003655	BTO:0001759
UBERON:0003662	BTO:0000479
UBERON:0003665	BTO:0001905
UBERON:0003700	BTO:0003674
UBERON:0003706	BTO:0005084
UBERON:0003729	BTO:0002860
UBERON:0003843	BTO:0001723
UBERON:0003846	BTO:0001836
UBERON:0003894	BTO:0003391
UBERON:0003902	BTO:0000929
UBERON:0003903	BTO:0001699
UBERON:0003916	BTO:0000444
UBERON:0003917	BTO:0000442
UBERON:0003929	BTO:0000956
UBERON:0003975	BTO:0003099
UBERON:0003982	BTO:0000389
UBERON:0003985	BTO:0004558
UBERON:0004027	BTO:0002879
UBERON:0004044	BTO:0003361
UBERON:0004053	BTO:0003097
UBERON:0004054	BTO:0003096
UBERON:0004058	BTO:0002840
UBERON:0004069	BTO:0004797
UBERON:0004086	BTO:0001442
UBERON:0004087	BTO:0001438
UBERON:0004103	BTO:0001383
UBERON:0004114	BTO:0002098
UBERON:0004122	BTO:0003091
UBERON:0004134	BTO:0001498
UBERON:0004135	BTO:0000482
UBERON:0004177	BTO:0004605
UBERON:0004178	BTO:0001685
UBERON:0004186	BTO:0001108
UBERON:0004187	BTO:0000557
UBERON:0004188	BTO:0001515
UBERON:0004189	BTO:0004631
UBERON:0004200	BTO:0003926
UBERON:0004203	BTO:0002643
UBERON:0004205	BTO:0004544
UBERON:0004221	BTO:0000643
UBERON:0004222	BTO:0001818
UBERON:0004223	BTO:0004999
UBERON:0004225	BTO:0001660
UBERON:0004228	BTO:0001849
UBERON:0004234	BTO:0000655
UBERON:0004237	BTO:0001431
UBERON:0004243	BTO:0003159
UBERON:0004252	BTO:0001367
UBERON:0004289	BTO:0001506
UBERON:0004340	BTO:0000474
UBERON:0004344	BTO:0004385
UBERON:0004345	BTO:0001840
UBERON:0004347	BTO:0001640
UBERON:0004358	BTO:0000336
UBERON:0004359	BTO:0000209
UBERON:0004360	BTO:0000210
UBERON:0004364	BTO:0001715
UBERON:0004449	BTO:0005205
UBERON:0004455	BTO:0001766
UBERON:0004462	BTO:0001863
UBERON:0004464	BTO:0000508
UBERON:0004535	BTO:0000088
UBERON:0004546	BTO:0004141
UBERON:0004572	BTO:0004690
UBERON:0004582	BTO:0004692
UBERON:0004638	BTO:0000766
UBERON:0004645	BTO:0001694
UBERON:0004657	BTO:0001750
UBERON:0004670	BTO:0000401
UBERON:0004681	BTO:0003381
UBERON:0004711	BTO:0001744
UBERON:0004713	BTO:0002019
UBERON:0004714	BTO:0003448
UBERON:0004715	BTO:0003629
UBERON:0004716	BTO:0003834
UBERON:0004717	BTO:0003978
UBERON:0004718	BTO:0003979
UBERON:0004725	BTO:0002651
UBERON:0004727	BTO:0003490
UBERON:0004734	BTO:0001403
UBERON:0004735	BTO:0001696
UBERON:0004749	BTO:0000494
UBERON:0004749	BTO:0001504
UBERON:0004750	BTO:0000126
UBERON:0004757	BTO:0001157
UBERON:0004758	BTO:0001204
UBERON:0004785	BTO:0000973
UBERON:0004786	BTO:0000546
UBERON:0004786	BTO:0005568
UBERON:0004801	BTO:0000241
UBERON:0004802	BTO:0000419
UBERON:0004804	BTO:0002402
UBERON:0004809	BTO:0004421
UBERON:0004813	BTO:0001811
UBERON:0004819	BTO:0000059
UBERON:0004820	BTO:0000417
UBERON:0004821	BTO:0003511
UBERON:0004825	BTO:0005563
UBERON:0004851	BTO:0000394
UBERON:0004852	BTO:0001853
UBERON:0004877	BTO:0003487
UBERON:0004893	BTO:0003149
UBERON:0004894	BTO:0002543
UBERON:0004904	BTO:0000966
UBERON:0004910	BTO:0001364
UBERON:0004911	BTO:0003661
UBERON:0004922	BTO:0003090
UBERON:0004924	BTO:0002113
UBERON:0004943	BTO:0002117
UBERON:0004997	BTO:0004107
UBERON:0004998	BTO:0004110
UBERON:0005052	BTO:0000520
UBERON:0005053	BTO:0001656
UBERON:0005054	BTO:0002329
UBERON:0005056	BTO:0003100
UBERON:0005079	BTO:0001716
UBERON:0005087	BTO:0001511
UBERON:0005097	BTO:0004539
UBERON:0005153	BTO:0001639
UBERON:0005155	BTO:0003870
UBERON:0005167	BTO:0004540
UBERON:0005176	BTO:0001722
UBERON:0005184	BTO:0004671
UBERON:0005236	BTO:0003382
UBERON:0005290	BTO:0000758
UBERON:0005292	BTO:0003360
UBERON:0005294	BTO:0001402
UBERON:0005301	BTO:0001111
UBERON:0005302	BTO:0003119
UBERON:0005305	BTO:0004708
UBERON:0005306	BTO:0001638
UBERON:0005317	BTO:0000137
UBERON:0005335	BTO:0000251
UBERON:0005366	BTO:0001362
UBERON:0005376	BTO:0001319
UBERON:0005377	BTO:0001317
UBERON:0005378	BTO:0001327
UBERON:0005379	BTO:0001320
UBERON:0005382	BTO:0004701
UBERON:0005383	BTO:0000212
UBERON:0005387	BTO:0003653
UBERON:0005390	BTO:0004906
UBERON:0005396	BTO:0000168
UBERON:0005398	BTO:0000254
UBERON:0005399	BTO:0000080
UBERON:0005401	BTO:0000823
UBERON:0005403	BTO:0004702
UBERON:0005409	BTO:0000058
UBERON:0005417	BTO:0001645
UBERON:0005462	BTO:0001505
UBERON:0005467	BTO:0005124
UBERON:0005609	BTO:0004665
UBERON:0005616	BTO:0000779
UBERON:0005617	BTO:0002781
UBERON:0005630	BTO:0000473
UBERON:0005669	BTO:0003156
UBERON:0005750	BTO:0002296
UBERON:0005805	BTO:0004673
UBERON:0005807	BTO:0002778
UBERON:0005813	BTO:0002173
UBERON:0005890	BTO:0004524
UBERON:0005905	BTO:0004104
UBERON:0005910	BTO:0003906
UBERON:0005941	BTO:0003971
UBERON:0005942	BTO:0003969
UBERON:0005969	BTO:0001605
UBERON:0005975	BTO:0004904
UBERON:0006008	BTO:0003628
UBERON:0006012	BTO:0004670
UBERON:0006063	BTO:0001763
UBERON:0006072	BTO:0004148
UBERON:0006073	BTO:0004150
UBERON:0006074	BTO:0004147
UBERON:0006083	BTO:0004355
UBERON:0006102	BTO:0004356
UBERON:0006104	BTO:0004357
UBERON:0006238	BTO:0004726
UBERON:0006311	BTO:0002085
UBERON:0006378	BTO:0003488
UBERON:0006444	BTO:0003627
UBERON:0006516	BTO:0004376
UBERON:0006524	BTO:0000136
UBERON:0006530	BTO:0001232
UBERON:0006568	BTO:0002449
UBERON:0006575	BTO:0000825
UBERON:0006580	BTO:0000826
UBERON:0006581	BTO:0000827
UBERON:0006594	BTO:0002814
UBERON:0006608	BTO:0002018
UBERON:0006611	BTO:0004659
UBERON:0006653	BTO:0003117
UBERON:0006660	BTO:0004838
UBERON:0006676	BTO:0004839
UBERON:0006718	BTO:0005226
UBERON:0006723	BTO:0001693
UBERON:0006763	BTO:0005131
UBERON:0006799	BTO:0002991
UBERON:0006845	BTO:0004642
UBERON:0006849	BTO:0001218
UBERON:0006856	BTO:0000808
UBERON:0006860	BTO:0001607
UBERON:0006860	BTO:0002148
UBERON:0006870	BTO:0003173
UBERON:0006878	BTO:0000334
UBERON:0006907	BTO:0002317
UBERON:0006908	BTO:0002318
UBERON:0006909	BTO:0000349
UBERON:0006911	BTO:0000346
UBERON:0006913	BTO:0004468
UBERON:0006914	BTO:0002072
UBERON:0006920	BTO:0003635
UBERON:0006925	BTO:0000345
UBERON:0006950	BTO:0003910
UBERON:0006951	BTO:0003463
UBERON:0006952	BTO:0003462
UBERON:0006953	BTO:0002618
UBERON:0006954	BTO:0002310
UBERON:0006955	BTO:0003082
UBERON:0006956	BTO:0003833
UBERON:0006964	BTO:0001787
UBERON:0006971	BTO:0001684
UBERON:0006972	BTO:0000923
UBERON:0006976	BTO:0004280
UBERON:0007106	BTO:0001161
UBERON:0007109	BTO:0000838
UBERON:0007113	BTO:0001439
UBERON:0007132	BTO:0005189
UBERON:0007188	BTO:0003157
UBERON:0007194	BTO:0003717
UBERON:0007221	BTO:0001762
UBERON:0007224	BTO:0004346
UBERON:0007225	BTO:0004347
UBERON:0007227	BTO:0004372
UBERON:0007230	BTO:0004370
UBERON:0007244	BTO:0003844
UBERON:0007311	BTO:0001297
UBERON:0007318	BTO:0001808
UBERON:0007334	BTO:0003389
UBERON:0007347	BTO:0003400
UBERON:0007349	BTO:0003405
UBERON:0007350	BTO:0003408
UBERON:0007351	BTO:0003411
UBERON:0007356	BTO:0000301
UBERON:0007357	BTO:0001136
UBERON:0007358	BTO:0000024
UBERON:0007359	BTO:0000480
UBERON:0007361	BTO:0000347
UBERON:0007362	BTO:0000348
UBERON:0007365	BTO:0001194
UBERON:0007376	BTO:0000313
UBERON:0007378	BTO:0000371
UBERON:0007379	BTO:0000369
UBERON:0007412	BTO:0003387
UBERON:0007440	BTO:0005009
UBERON:0007612	BTO:0001343
UBERON:0007615	BTO:0000490
UBERON:0007616	BTO:0001338
UBERON:0007628	BTO:0003937
UBERON:0007650	BTO:0004364
UBERON:0007692	BTO:0002452
UBERON:0007770	BTO:0004995
UBERON:0007777	BTO:0001416
UBERON:0007778	BTO:0000857
UBERON:0007795	BTO:0000091
UBERON:0007798	BTO:0001085
UBERON:0007802	BTO:0001420
UBERON:0007806	BTO:0004705
UBERON:0008230	BTO:0000864
UBERON:0008246	BTO:0002121
UBERON:0008247	BTO:0001919
UBERON:0008248	BTO:0002120
UBERON:0008250	BTO:0002122
UBERON:0008251	BTO:0002125
UBERON:0008252	BTO:0002124
UBERON:0008253	BTO:0001923
UBERON:0008266	BTO:0001020
UBERON:0008275	BTO:0001701
UBERON:0008278	BTO:0000918
UBERON:0008281	BTO:0001838
UBERON:0008284	BTO:0000277
UBERON:0008285	BTO:0001195
UBERON:0008286	BTO:0001608
UBERON:0008304	BTO:0005090
UBERON:0008305	BTO:0005091
UBERON:0008307	BTO:0004293
UBERON:0008311	BTO:0005087
UBERON:0008320	BTO:0005085
UBERON:0008321	BTO:0005086
UBERON:0008330	BTO:0003145
UBERON:0008331	BTO:0005000
UBERON:0008333	BTO:0002300
UBERON:0008335	BTO:0002777
UBERON:0008337	BTO:0003358
UBERON:0008338	BTO:0005078
UBERON:0008339	BTO:0003122
UBERON:0008367	BTO:0001428
UBERON:0008397	BTO:0002925
UBERON:0008404	BTO:0003576
UBERON:0008408	BTO:0003948
UBERON:0008420	BTO:0004803
UBERON:0008450	BTO:0001140
UBERON:0008776	BTO:0002123
UBERON:0008802	BTO:0002224
UBERON:0008807	BTO:0000265
UBERON:0008834	BTO:0004198
UBERON:0008836	BTO:0001642
UBERON:0008843	BTO:0002813
UBERON:0008881	BTO:0003412
UBERON:0008891	BTO:0004689
UBERON:0008896	BTO:0002152
UBERON:0008897	BTO:0004649
UBERON:0008930	BTO:0004353
UBERON:0008935	BTO:0000054
UBERON:0008936	BTO:0004684
UBERON:0008937	BTO:0001448
UBERON:0008939	BTO:0001012
UBERON:0008940	BTO:0001841
UBERON:0008941	BTO:0001842
UBERON:0008942	BTO:0001843
UBERON:0008943	BTO:0003509
UBERON:0008963	BTO:0003994
UBERON:0008964	BTO:0000022
UBERON:0008967	BTO:0000229
UBERON:0008969	BTO:0000337
UBERON:0008971	BTO:0000646
UBERON:0008972	BTO:0000649
UBERON:0008974	BTO:0001162
UBERON:0008975	BTO:0001241
UBERON:0008976	BTO:0001440
UBERON:0008977	BTO:0001507
UBERON:0008978	BTO:0001681
UBERON:0008979	BTO:0001965
UBERON:0008982	BTO:0002930
UBERON:0008987	BTO:0003604
UBERON:0008989	BTO:0003634
UBERON:0008992	BTO:0003677
UBERON:0008993	BTO:0003685
UBERON:0008994	BTO:0003791
UBERON:0008995	BTO:0003835
UBERON:0008998	BTO:0003840
UBERON:0008999	BTO:0003997
UBERON:0009000	BTO:0004149
UBERON:0009002	BTO:0004196
UBERON:0009005	BTO:0004396
UBERON:0009006	BTO:0004548
UBERON:0009007	BTO:0004549
UBERON:0009009	BTO:0004978
UBERON:0009010	BTO:0005081
UBERON:0009039	BTO:0003671
UBERON:0009050	BTO:0003963
UBERON:0009097	BTO:0004733
UBERON:0009120	BTO:0002150
UBERON:0009121	BTO:0001351
UBERON:0009623	BTO:0000883
UBERON:0009719	BTO:0002056
UBERON:0009835	BTO:0004249
UBERON:0009857	BTO:0003447
UBERON:0009883	BTO:0001155
UBERON:0009962	BTO:0000431
UBERON:0009963	BTO:0000075
UBERON:0010010	BTO:0001480
UBERON:0010147	BTO:0004798
UBERON:0010154	BTO:0001168
UBERON:0010210	BTO:0000102
UBERON:0010211	BTO:0003257
UBERON:0010228	BTO:0004789
UBERON:0010229	BTO:0004789
UBERON:0010243	BTO:0002324
UBERON:0010244	BTO:0001828
UBERON:0010264	BTO:0000597
UBERON:0010302	BTO:0004800
UBERON:0010391	BTO:0005627
UBERON:0010413	BTO:0005628
UBERON:0010419	BTO:0003489
UBERON:0010519	BTO:0000376
UBERON:0010754	BTO:0003671
UBERON:0010996	BTO:0001572
UBERON:0011013	BTO:0002621
UBERON:0011014	BTO:0002622
UBERON:0011144	BTO:0000030
UBERON:0011146	BTO:0001250
UBERON:0011148	BTO:0003751
UBERON:0011149	BTO:0001661
UBERON:0011150	BTO:0000518
UBERON:0011206	BTO:0004707
UBERON:0011218	BTO:0002623
UBERON:0011219	BTO:0001925
UBERON:0011233	BTO:0001823
UBERON:0011252	BTO:0002068
UBERON:0011298	BTO:0002116
UBERON:0011319	BTO:0003675
UBERON:0011359	BTO:0001848
UBERON:0011782	BTO:0003570
UBERON:0011818	BTO:0004525
UBERON:0011903	BTO:0000521
UBERON:0012168	BTO:0004053
UBERON:0012248	BTO:0000411
UBERON:0012249	BTO:0001850
UBERON:0012325	BTO:0001803
UBERON:0012344	BTO:0002325
UBERON:0012368	BTO:0005213
UBERON:0012369	BTO:0005214
UBERON:0012473	BTO:0001357
UBERON:0012474	BTO:0002855
UBERON:0012477	BTO:0000957
UBERON:0012520	BTO:0000423
UBERON:0012615	BTO:0001847
UBERON:0012621	BTO:0001924
UBERON:0012642	BTO:0002492
UBERON:0012643	BTO:0002480
UBERON:0012649	BTO:0005150
UBERON:0012651	BTO:0005415
UBERON:0012652	BTO:0001613
UBERON:0012925	BTO:0001641
UBERON:0013067	BTO:0002435
UBERON:0013075	BTO:0001855
UBERON:0013479	BTO:0004128
UBERON:0013531	BTO:0003977
UBERON:0013694	BTO:0001852
UBERON:0013694	BTO:0003248
UBERON:0013702	BTO:0001489
UBERON:0013761	BTO:0002249
UBERON:0014370	BTO:0004704
UBERON:0014374	BTO:0001718
UBERON:0014386	BTO:0005552
UBERON:0014405	BTO:0000954
UBERON:0014406	BTO:0000915
UBERON:0014454	BTO:0004041
UBERON:0014650	BTO:0002451
UBERON:0014663	BTO:0003662
UBERON:0014664	BTO:0003663
UBERON:0014665	BTO:0003664
UBERON:0014666	BTO:0003665
UBERON:0014667	BTO:0003795
UBERON:0014761	BTO:0003701
UBERON:0014779	BTO:0000831
UBERON:0014781	BTO:0004224
UBERON:0014847	BTO:0002542
UBERON:0014856	BTO:0003168
UBERON:0014892	BTO:0001103
UBERON:0015119	BTO:0002305
UBERON:0015171	BTO:0003371
UBERON:0015213	BTO:0002738
UBERON:0015800	BTO:0003738
UBERON:0015895	BTO:0004550
UBERON:0016482	BTO:0000338
UBERON:0016526	BTO:0000445
UBERON:0016885	BTO:0005445
UBERON:0016926	BTO:0005082
UBERON:0018140	BTO:0004718
UBERON:0018379	BTO:0000859
UBERON:0018382	BTO:0001224
UBERON:0018385	BTO:0003927
UBERON:0018387	BTO:0005278
UBERON:0018388	BTO:0005513
UBERON:0018707	BTO:0000123
UBERON:0019042	BTO:0002439
UBERON:0019143	BTO:0004043
UBERON:0019189	BTO:0004626
UBERON:0019190	BTO:0004638
UBERON:0019196	BTO:0004661
UBERON:0019204	BTO:0004382
UBERON:0022300	BTO:0001452
UBERON:0022353	BTO:0004250
UBERON:0034680	BTO:0003656
UBERON:0034705	BTO:0000314
UBERON:0034735	BTO:0000054
UBERON:0034892	BTO:0004341
UBERON:0034893	BTO:0004342
UBERON:0034932	BTO:0001513
UBERON:0035609	BTO:0003970
